yr_m,port,in_jp,in_fr,in_tr,em_jp,em_fr,em_tr
2018-06-01,高松,0,0,0,0,1,0
2018-06-01,大西,0,0,0,0,0,0
2018-06-01,須崎,0,0,0,0,1,0
2018-06-01,波方,0,0,0,0,0,0
2018-06-01,直島,0,0,0,0,1,0
2018-06-01,松　　 山(空港),907,1994,0,900,2054,0
2018-06-01,高　　 知(空港),0,0,0,0,0,0
2018-06-01,徳　　 島(空港),0,0,0,0,0,0
2018-06-01,高　　 松(空港),2734,10097,0,2777,9605,1
2018-06-01,広島,8,4,0,0,1,0
2018-06-01,尾道糸崎,0,0,0,0,3,0
2018-06-01,呉,0,0,0,1,1,0
2018-06-01,宇野,0,0,0,0,0,0
2018-06-01,土生,0,0,0,0,0,0
2018-06-01,水島,0,6,0,0,1,0
2018-06-01,浜田,0,0,0,0,0,0
2018-06-01,境,643,3609,2,46,1554,0
2018-06-01,福山,0,0,0,0,1,0
2018-06-01,常石,0,0,0,0,0,0
2018-06-01,瀬戸田,0,0,0,0,0,0
2018-06-01,安芸津,0,0,0,0,0,0
2018-06-01,能地,0,0,0,0,10,0
2018-06-01,米　　 子(空港),849,3345,0,835,3270,0
2018-06-01,出　　 雲(空港),123,87,0,124,88,0
2018-06-01,岡　　 山(空港),4483,7702,1,4791,7597,0
2018-06-01,鳥　　 取(空港),0,0,0,0,0,0
2018-06-01,石　　 見(空港),0,0,0,0,0,0
2018-06-01,広　　 島(空港),6730,7773,60,6989,7703,90
2018-06-01,関　　 門(下関),621,6077,0,505,5845,0
2018-06-01,宇部,0,0,0,0,1,0
2018-06-01,徳山下松,1,0,0,0,0,0
2018-06-01,萩,0,0,0,3,105,0
2018-06-01,岩　　 国(空港),3,0,0,0,2,0
2018-06-01,山口宇部(空港),0,0,0,0,0,0
2018-06-01,福　　 岡(空港),74010,200329,963,74273,197106,1117
2018-06-01,博多,3260,9294,5,3426,8306,5
2018-06-01,三池,0,0,0,0,0,0
2018-06-01,唐津,0,0,0,0,0,0
2018-06-01,長崎,408,124,0,35,159,0
2018-06-01,佐世保,0,30,0,0,5,0
2018-06-01,厳原,14,8149,0,21,7505,0
2018-06-01,三角,0,0,0,0,0,0
2018-06-01,比田勝,133,25199,0,129,25133,0
2018-06-01,佐伯,0,0,0,1,1,0
2018-06-01,佐賀関,0,0,0,0,0,0
2018-06-01,大分,0,0,0,0,2,0
2018-06-01,水俣,0,0,0,0,0,0
2018-06-01,八代,9,11,0,3,4,0
2018-06-01,伊万里,0,0,0,0,0,0
2018-06-01,別府,0,0,0,0,0,0
2018-06-01,臼杵,0,0,0,0,0,0
2018-06-01,熊　　 本(空港),715,5666,0,690,5498,0
2018-06-01,長洲,0,0,0,0,0,0
2018-06-01,長　　 崎(空港),421,2292,0,517,2118,5
2018-06-01,大　　 分(空港),307,4222,0,371,3792,0
2018-06-01,福　　 江(空港),0,0,0,0,0,0
2018-06-01,関　　 門(門司),5,219,0,6,18,0
2018-06-01,関　　 門(戸畑),8,46,0,3,2,0
2018-06-01,北 九 州(空港),1920,10773,0,1959,10993,3
2018-06-01,佐護,0,0,0,0,0,0
2018-06-01,鹿児島,2789,1500,4,2270,623,0
2018-06-01,鹿 児 島(空港),1772,11740,0,1857,11076,1
2018-06-01,名瀬,0,0,0,0,0,0
2018-06-01,細島,0,0,0,0,0,0
2018-06-01,志布志,0,0,0,0,0,0
2018-06-01,喜入,0,6,0,0,0,0
2018-06-01,宮　　 崎(空港),924,5022,0,833,5108,0
2018-06-01,川内,0,0,0,0,0,0
2018-06-01,佐　　 賀(空港),752,8519,0,807,8596,0
2018-06-01,那覇,72,140,2,8,80,0
2018-06-01,那　　 覇(空港),8939,164678,2201,8902,159279,2758
2018-06-01,嘉 手 納(空港),22,229,0,10,122,0
2018-06-01,平良,6,48,0,3,102,0
2018-06-01,石垣,35,48,0,1951,1256,6
2018-06-01,普 天 間(空港),0,0,0,0,0,0
2018-06-01,石　　 垣(空港),296,5215,0,248,5104,0
2018-06-01,本部,0,0,0,0,0,0
2018-06-01,金武中城,4,11,0,0,8,0
2018-06-01,その他,1,4,0,632,2358,4
2018-07-01,釧路,0,0,0,1234,1635,5
2018-07-01,稚内,7,0,0,19,6,0
2018-07-01,根室,0,21,0,0,73,0
2018-07-01,小樽,1231,1750,20,20,107,0
2018-07-01,室蘭,0,0,0,0,0,0
2018-07-01,函館,0,0,0,2317,1306,0
2018-07-01,留萌,0,0,0,1,0,0
2018-07-01,苫小牧,0,2,0,3,3,0
2018-07-01,新 千 歳(空港),9476,180937,9,9160,174262,18
2018-07-01,網走,0,0,0,0,0,0
2018-07-01,花咲,0,1,0,0,0,0
2018-07-01,紋別,0,0,0,0,0,0
2018-07-01,函　　 館(空港),133,8812,0,131,8175,0
2018-07-01,釧　　 路(空港),0,273,0,0,136,0
2018-07-01,帯　　 広(空港),0,10,0,0,0,0
2018-07-01,石狩湾,0,0,0,0,0,0
2018-07-01,女 満 別(空港),0,316,0,0,158,0
2018-07-01,旭　　 川(空港),30,5606,0,6,4106,0
2018-07-01,中標津（空港）,0,0,0,0,0,0
2018-07-01,青森,0,14,0,0,0,0
2018-07-01,八戸,0,0,0,1,0,0
2018-07-01,釜石,0,0,0,0,0,0
2018-07-01,仙台塩釜,0,1,0,3,4,0
2018-07-01,小名浜,0,0,0,0,0,0
2018-07-01,酒田,0,0,0,0,0,0
2018-07-01,秋田船川,0,0,0,0,2,0
2018-07-01,宮古,0,0,0,0,0,0
2018-07-01,大船渡,0,0,0,0,0,0
2018-07-01,石巻,0,0,0,0,0,0
2018-07-01,三　　 沢(空港),7,23,273,6,26,190
2018-07-01,八　　 戸（空港）,0,0,0,0,0,0
2018-07-01,仙　　 台(空港),4364,8202,0,4104,7567,6
2018-07-01,秋　　 田(空港),0,0,0,0,0,0
2018-07-01,山　　 形(空港),0,0,0,0,0,0
2018-07-01,花　　 巻(空港),182,1008,0,195,997,0
2018-07-01,青　　 森(空港),426,2515,44,425,2423,22
2018-07-01,庄　　 内(空港),0,0,0,0,0,0
2018-07-01,福　　 島(空港),619,563,0,480,695,0
2018-07-01,茨　　城(空港),734,5661,0,843,5354,0
2018-07-01,東京,23,3,0,8,2,0
2018-07-01,千葉,0,15,0,0,5,0
2018-07-01,新潟,0,0,0,10,1,0
2018-07-01,直江津,0,0,0,0,0,0
2018-07-01,横　　 田(空港),30,122,0,26,186,0
2018-07-01,鹿島,0,0,0,3,0,0
2018-07-01,木更津,2,5,0,0,6,0
2018-07-01,二見,0,0,0,0,0,0
2018-07-01,柏崎,0,0,0,0,0,0
2018-07-01,日立,0,0,0,0,0,0
2018-07-01,新　　 潟(空港),2010,3690,0,1886,3734,0
2018-07-01,羽　　 田(空港),390068,359994,4620,405348,351230,4063
2018-07-01,成　　 田(空港),566693,759648,9721,595377,772333,8962
2018-07-01,横浜,2536,1088,0,9,34,0
2018-07-01,横須賀,0,8,0,0,3,0
2018-07-01,川崎,0,1,0,0,0,0
2018-07-01,厚　　 木(空港),0,0,0,0,2,0
2018-07-01,入　　 間(空港),0,0,0,0,0,0
2018-07-01,硫黄島（空港）,0,0,0,0,0,0
2018-07-01,松　　 本(空港),136,0,0,136,0,0
2018-07-01,清水,0,0,0,45,0,0
2018-07-01,田子の浦,0,0,0,0,0,0
2018-07-01,焼津,5,7,0,0,12,0
2018-07-01,浜　　 松(空港),0,0,0,0,0,0
2018-07-01,富士山静岡（空港）,2114,10796,1,2235,10512,0
2018-07-01,中　　 部（空港）,118485,128122,129,121144,122011,149
2018-07-01,名古屋,1,5,0,0,5,0
2018-07-01,四日市,1,2,0,0,2,0
2018-07-01,敦賀,0,0,0,0,0,0
2018-07-01,七尾,0,0,0,0,0,0
2018-07-01,名 古 屋(空港),4,17,0,7,10,0
2018-07-01,衣浦,0,0,0,1,2,0
2018-07-01,金沢,0,0,0,2807,1037,0
2018-07-01,小　　 松(空港),2169,6421,0,2121,6160,0
2018-07-01,富　　 山(空港),1531,4513,0,1580,3900,0
2018-07-01,福井（新）,0,0,0,0,0,0
2018-07-01,伊勢湾シーバース,0,0,0,0,0,0
2018-07-01,福　　 井(空港),0,0,0,0,0,0
2018-07-01,能　　 登(空港),0,0,0,0,0,0
2018-07-01,三河,0,0,0,0,1,0
2018-07-01,伏木富山,0,1,0,0,3,0
2018-07-01,関　　 西(空港),285945,662774,549,291449,658683,330
2018-07-01,大阪,458,1722,0,491,1391,0
2018-07-01,舞鶴,0,0,0,10,26,7
2018-07-01,堺,2,3,0,1,1,0
2018-07-01,有田,0,0,0,0,0,0
2018-07-01,白　　 浜(空港),0,0,0,0,0,0
2018-07-01,和歌山下津,0,1,0,0,1,0
2018-07-01,神戸,7,85,0,14,74,0
2018-07-01,姫路,0,2,0,3,2,0
2018-07-01,東播磨,0,0,0,0,0,0
2018-07-01,但　　 馬(空港),0,0,0,0,0,0
2018-07-01,尼崎西宮芦屋,0,0,0,0,0,0
2018-07-01,坂出,0,0,0,0,0,0
2018-07-01,新居浜,0,0,0,0,0,0
2018-07-01,松山,0,0,0,0,0,0
2018-07-01,徳島小松島,0,0,0,0,0,0
2018-07-01,高知,0,0,0,0,0,0
2018-07-01,今治,1,0,0,0,0,0
2018-07-01,高松,0,0,0,0,0,0
2018-07-01,大西,0,0,0,0,6,0
2018-07-01,須崎,0,0,0,0,0,0
2018-07-01,波方,0,0,0,0,0,0
2018-07-01,直島,0,0,0,0,0,0
2018-07-01,松　　 山(空港),1374,3257,0,1283,3104,0
2018-07-01,高　　 知(空港),0,0,0,0,0,0
2018-07-01,徳　　 島(空港),0,290,0,0,223,0
2018-07-01,高　　 松(空港),2567,10666,2,2593,10042,0
2018-07-01,広島,0,1,0,500,2398,0
2018-07-01,尾道糸崎,0,0,0,0,6,0
2018-07-01,呉,0,0,0,0,0,0
2018-07-01,宇野,0,0,0,0,0,0
2018-07-01,土生,0,0,0,0,0,0
2018-07-01,水島,0,0,0,0,0,0
2018-07-01,浜田,0,0,0,608,302,0
2018-07-01,境,520,3394,1,994,1307,0
2018-07-01,福山,0,0,4,0,0,155
2018-07-01,常石,0,0,0,0,0,0
2018-07-01,瀬戸田,0,0,0,0,0,0
2018-07-01,安芸津,0,0,0,0,0,0
2018-07-01,能地,0,0,0,0,1,0
2018-07-01,米　　 子(空港),829,2982,0,794,2756,0
2018-07-01,出　　 雲(空港),0,0,0,0,0,0
2018-07-01,岡　　 山(空港),4120,7761,0,4200,7353,0
2018-07-01,鳥　　 取(空港),1,95,0,0,75,0
2018-07-01,石　　 見(空港),0,0,0,0,0,0
2018-07-01,広　　 島(空港),5018,7930,61,5591,7314,34
2018-07-01,関　　 門(下関),664,5513,0,696,5044,0
2018-07-01,宇部,0,0,0,0,0,0
2018-07-01,徳山下松,0,1,0,0,1,0
2018-07-01,萩,0,0,0,0,0,0
2018-07-01,岩　　 国(空港),0,18,0,0,16,0
2018-07-01,山口宇部(空港),0,0,0,0,0,0
2018-07-01,福　　 岡(空港),75236,191936,1009,75050,190133,928
2018-07-01,博多,8744,11451,8,3788,8855,7
2018-07-01,三池,0,0,0,0,0,0
2018-07-01,唐津,0,0,0,0,0,0
2018-07-01,長崎,5,43,0,10,31,0
2018-07-01,佐世保,10,28,0,37,59,0
2018-07-01,厳原,22,10445,0,21,11159,0
2018-07-01,三角,0,0,0,0,0,0
2018-07-01,比田勝,136,23382,0,140,22454,0
2018-07-01,佐伯,0,0,0,0,0,0
2018-07-01,佐賀関,0,0,0,0,0,0
2018-07-01,大分,0,1,0,0,0,0
2018-07-01,水俣,0,0,0,0,0,0
2018-07-01,八代,5,12,0,0,1,0
2018-07-01,伊万里,0,0,0,3,9,0
2018-07-01,別府,0,0,0,0,0,0
2018-07-01,臼杵,0,0,0,0,0,0
2018-07-01,熊　　 本(空港),815,6020,0,855,5645,0
2018-07-01,長洲,0,0,0,0,6,0
2018-07-01,長　　 崎(空港),256,1939,2,366,1772,7
2018-07-01,大　　 分(空港),516,4167,0,559,3743,0
2018-07-01,福　　 江(空港),0,0,0,0,0,0
2018-07-01,関　　 門(門司),8,1,0,3,3,0
2018-07-01,関　　 門(戸畑),2,6,0,0,7,0
2018-07-01,北 九 州(空港),2136,10825,0,2040,10619,2
2018-07-01,佐護,0,0,0,0,0,0
2018-07-01,鹿児島,1,24,0,1,17,0
2018-07-01,鹿 児 島(空港),2020,11528,1,2026,10739,1
2018-07-01,名瀬,0,0,0,27,5,0
2018-07-01,細島,0,0,0,0,0,0
2018-07-01,志布志,0,0,0,0,0,0
2018-07-01,喜入,0,0,0,0,0,0
2018-07-01,宮　　 崎(空港),778,4218,0,775,3811,0
2018-07-01,川内,0,0,0,0,0,0
2018-07-01,佐　　 賀(空港),875,7396,5,778,7623,5
2018-07-01,那覇,131,97,0,68,24,0
2018-07-01,那　　 覇(空港),8443,162224,2730,8401,161388,2600
2018-07-01,嘉 手 納(空港),11,126,0,4,96,0
2018-07-01,平良,2,29,0,23,71,0
2018-07-01,石垣,3,28,0,1809,1100,1
2018-07-01,普 天 間(空港),0,0,0,0,0,0
2018-07-01,石　　 垣(空港),212,5298,0,242,4982,0
2018-07-01,本部,0,0,0,0,0,0
2018-07-01,金武中城,0,0,0,0,0,0
2018-07-01,その他,0,9,0,36,26,0
2018-08-01,釧路,902,274,0,920,1816,0
2018-08-01,稚内,64,133,0,61,134,0
2018-08-01,根室,0,11,0,0,21,0
2018-08-01,小樽,0,6,1,0,23,0
2018-08-01,室蘭,0,1,0,0,0,0
2018-08-01,函館,0,0,0,0,0,0
2018-08-01,留萌,0,0,0,92,3,0
2018-08-01,苫小牧,0,0,0,0,4,0
2018-08-01,新 千 歳(空港),14559,163232,11,14857,175669,17
2018-08-01,網走,0,0,0,0,0,0
2018-08-01,花咲,0,0,0,0,0,0
2018-08-01,紋別,0,0,0,0,0,0
2018-08-01,函　　 館(空港),188,8496,0,201,8727,0
2018-08-01,釧　　 路(空港),0,130,0,0,272,0
2018-08-01,帯　　 広(空港),0,5,0,0,1,0
2018-08-01,石狩湾,0,2,0,0,0,0
2018-08-01,女 満 別(空港),0,156,0,0,314,0
2018-08-01,旭　　 川(空港),6,7015,0,14,8170,0
2018-08-01,中標津（空港）,0,0,0,0,0,0
2018-08-01,青森,1914,950,0,3329,716,0
2018-08-01,八戸,1,0,0,1,0,0
2018-08-01,釜石,0,0,0,0,0,0
2018-08-01,仙台塩釜,1,0,0,0,0,0
2018-08-01,小名浜,0,0,0,0,0,0
2018-08-01,酒田,0,0,0,0,0,0
2018-08-01,秋田船川,0,0,0,0,0,0
2018-08-01,宮古,0,0,0,0,0,0
2018-08-01,大船渡,0,0,0,0,0,0
2018-08-01,石巻,0,0,0,0,0,0
2018-08-01,三　　 沢(空港),3,26,262,16,13,158
2018-08-01,八　　 戸（空港）,0,0,0,0,0,0
2018-08-01,仙　　 台(空港),5255,8195,613,5368,8427,2
2018-08-01,秋　　 田(空港),0,0,0,0,0,0
2018-08-01,山　　 形(空港),0,0,0,0,0,0
2018-08-01,花　　 巻(空港),164,951,0,192,987,0
2018-08-01,青　　 森(空港),479,2954,19,405,3099,22
2018-08-01,庄　　 内(空港),0,0,0,0,0,0
2018-08-01,福　　 島(空港),48,0,0,48,0,0
2018-08-01,茨　　城(空港),1858,5949,0,1942,6211,0
2018-08-01,東京,13,4,0,22,97,13
2018-08-01,千葉,1,2,0,1,1,0
2018-08-01,新潟,695,533,0,0,2,0
2018-08-01,直江津,0,0,0,0,0,0
2018-08-01,横　　 田(空港),28,118,0,50,144,0
2018-08-01,鹿島,0,0,0,0,0,0
2018-08-01,木更津,1,1,0,0,4,0
2018-08-01,二見,0,0,0,0,5,0
2018-08-01,柏崎,0,0,0,0,0,0
2018-08-01,日立,0,0,0,0,0,0
2018-08-01,新　　 潟(空港),2214,3538,0,2295,3715,0
2018-08-01,羽　　 田(空港),455447,313056,4034,476547,324663,2895
2018-08-01,成　　 田(空港),759924,679669,9469,781844,730140,7660
2018-08-01,横浜,4296,3458,3,5071,2094,3
2018-08-01,横須賀,0,0,0,1,21,0
2018-08-01,川崎,1,1,0,2,1,0
2018-08-01,厚　　 木(空港),0,0,0,0,2,0
2018-08-01,入　　 間(空港),0,0,0,0,0,0
2018-08-01,硫黄島（空港）,0,0,0,0,0,0
2018-08-01,松　　 本(空港),0,0,0,0,0,0
2018-08-01,清水,93,45,0,5,0,0
2018-08-01,田子の浦,0,0,0,0,0,0
2018-08-01,焼津,0,10,0,0,8,0
2018-08-01,浜　　 松(空港),0,0,0,0,0,0
2018-08-01,富士山静岡（空港）,3245,9830,0,2997,10638,0
2018-08-01,中　　 部（空港）,149639,114782,106,157086,117022,98
2018-08-01,名古屋,0,6,0,3,5,0
2018-08-01,四日市,0,5,0,1,4,0
2018-08-01,敦賀,0,0,0,29,1,0
2018-08-01,七尾,0,0,0,0,0,0
2018-08-01,名 古 屋(空港),7,16,0,3,12,0
2018-08-01,衣浦,0,0,0,0,0,0
2018-08-01,金沢,0,0,0,3139,635,0
2018-08-01,小　　 松(空港),2848,6275,0,3251,6394,0
2018-08-01,富　　 山(空港),1735,4405,0,1883,4257,0
2018-08-01,福井（新）,0,0,0,0,0,0
2018-08-01,伊勢湾シーバース,0,0,0,0,0,0
2018-08-01,福　　 井(空港),0,0,0,0,0,0
2018-08-01,能　　 登(空港),0,0,0,0,0,0
2018-08-01,三河,0,1,0,0,0,0
2018-08-01,伏木富山,0,4,0,0,4,0
2018-08-01,関　　 西(空港),392955,633770,1706,405019,670607,403
2018-08-01,大阪,835,2760,0,952,3038,0
2018-08-01,舞鶴,0,0,0,2,28,0
2018-08-01,堺,0,5,0,0,0,0
2018-08-01,有田,0,0,0,0,0,0
2018-08-01,白　　 浜(空港),0,0,0,0,0,0
2018-08-01,和歌山下津,0,2,0,0,1,0
2018-08-01,神戸,48,83,0,436,185,0
2018-08-01,姫路,0,10,0,0,0,0
2018-08-01,東播磨,0,0,0,1,1,0
2018-08-01,但　　 馬(空港),0,0,0,0,0,0
2018-08-01,尼崎西宮芦屋,0,0,0,0,0,0
2018-08-01,坂出,0,1,0,0,0,0
2018-08-01,新居浜,0,0,0,0,1,0
2018-08-01,松山,0,0,0,1,0,0
2018-08-01,徳島小松島,0,0,0,0,0,0
2018-08-01,高知,1372,1411,2,941,1393,0
2018-08-01,今治,0,0,0,0,0,0
2018-08-01,高松,0,0,0,0,0,0
2018-08-01,大西,0,0,0,0,1,0
2018-08-01,須崎,0,0,0,0,0,0
2018-08-01,波方,0,0,0,0,0,0
2018-08-01,直島,2,0,0,0,0,0
2018-08-01,松　　 山(空港),1658,2454,0,1948,2598,0
2018-08-01,高　　 知(空港),0,0,0,0,0,0
2018-08-01,徳　　 島(空港),0,161,0,0,141,0
2018-08-01,高　　 松(空港),3613,9281,0,3769,9614,0
2018-08-01,広島,0,0,0,0,1,0
2018-08-01,尾道糸崎,0,0,0,1,13,0
2018-08-01,呉,1,6,0,0,0,0
2018-08-01,宇野,0,0,0,0,0,0
2018-08-01,土生,0,0,0,0,0,0
2018-08-01,水島,0,5,0,0,2,0
2018-08-01,浜田,0,0,0,0,0,0
2018-08-01,境,895,894,0,4210,2740,2
2018-08-01,福山,2,0,0,0,0,0
2018-08-01,常石,0,0,0,0,0,0
2018-08-01,瀬戸田,0,0,0,0,0,0
2018-08-01,安芸津,0,0,0,0,0,0
2018-08-01,能地,0,0,0,0,0,0
2018-08-01,米　　 子(空港),1308,2687,0,1470,2800,0
2018-08-01,出　　 雲(空港),0,0,0,0,0,0
2018-08-01,岡　　 山(空港),5752,7124,1,6351,7863,0
2018-08-01,鳥　　 取(空港),0,44,0,1,64,0
2018-08-01,石　　 見(空港),0,0,0,0,0,0
2018-08-01,広　　 島(空港),8377,8418,34,8912,8452,39
2018-08-01,関　　 門(下関),2222,5532,0,1790,5714,0
2018-08-01,宇部,0,0,0,0,0,0
2018-08-01,徳山下松,0,1,0,0,0,0
2018-08-01,萩,0,0,0,0,0,0
2018-08-01,岩　　 国(空港),0,18,0,0,25,0
2018-08-01,山口宇部(空港),0,0,0,0,0,0
2018-08-01,福　　 岡(空港),102059,181140,873,105236,192463,826
2018-08-01,博多,11475,12770,6,6359,11580,3
2018-08-01,三池,0,0,0,0,0,0
2018-08-01,唐津,0,0,0,0,0,0
2018-08-01,長崎,15,74,0,18,119,0
2018-08-01,佐世保,18,37,0,12,24,0
2018-08-01,厳原,59,12369,0,42,13627,0
2018-08-01,三角,0,0,0,0,0,0
2018-08-01,比田勝,222,27729,0,250,26969,0
2018-08-01,佐伯,0,0,0,0,0,0
2018-08-01,佐賀関,0,0,0,0,0,0
2018-08-01,大分,0,2,0,0,1,0
2018-08-01,水俣,0,0,0,0,0,0
2018-08-01,八代,0,0,0,0,0,0
2018-08-01,伊万里,0,0,0,0,2,0
2018-08-01,別府,0,0,0,0,0,0
2018-08-01,臼杵,0,0,0,0,0,0
2018-08-01,熊　　 本(空港),1147,5682,0,1207,6031,0
2018-08-01,長洲,0,0,0,0,0,0
2018-08-01,長　　 崎(空港),445,1889,4,569,2005,4
2018-08-01,大　　 分(空港),544,3858,0,784,3865,0
2018-08-01,福　　 江(空港),0,0,0,0,0,0
2018-08-01,関　　 門(門司),4,2,0,5,3,0
2018-08-01,関　　 門(戸畑),1,5,0,0,17,0
2018-08-01,北 九 州(空港),3153,10255,0,3414,11057,3
2018-08-01,佐護,0,0,0,0,0,0
2018-08-01,鹿児島,4,43,0,25,55,0
2018-08-01,鹿 児 島(空港),2750,11220,0,2907,11669,0
2018-08-01,名瀬,0,0,0,0,0,0
2018-08-01,細島,0,0,0,0,0,0
2018-08-01,志布志,0,0,0,0,0,0
2018-08-01,喜入,0,6,0,0,0,0
2018-08-01,宮　　 崎(空港),1265,4357,1,1407,4599,0
2018-08-01,川内,0,0,0,0,0,0
2018-08-01,佐　　 賀(空港),1317,8154,5,1397,8702,5
2018-08-01,那覇,274,115,0,8,50,0
2018-08-01,那　　 覇(空港),10975,162279,2721,11774,166411,2454
2018-08-01,嘉 手 納(空港),5,77,0,24,97,0
2018-08-01,平良,3839,91,1,105,86,0
2018-08-01,石垣,14,19,0,52,40,0
2018-08-01,普 天 間(空港),0,0,0,0,0,0
2018-08-01,石　　 垣(空港),338,5270,0,354,5423,0
2018-08-01,本部,0,0,0,0,0,0
2018-08-01,金武中城,1,15,0,3,3,0
2018-08-01,その他,8,14,0,3,65,0
2018-09-01,釧路,4,511,0,888,1846,0
2018-09-01,稚内,83,73,0,87,74,0
2018-09-01,根室,0,62,0,0,68,0
2018-09-01,小樽,2244,5734,1,0,2,0
2018-09-01,室蘭,0,0,0,0,0,0
2018-09-01,函館,7,1,0,0,0,0
2018-09-01,留萌,0,0,0,0,0,0
2018-09-01,苫小牧,0,0,0,0,0,0
2018-09-01,新 千 歳(空港),15517,76674,7,15431,78519,15
2018-09-01,網走,0,0,0,0,0,0
2018-09-01,花咲,0,0,0,0,0,0
2018-09-01,紋別,0,0,0,0,0,0
2018-09-01,函　　 館(空港),251,6459,0,256,5840,0
2018-09-01,釧　　 路(空港),0,130,0,0,130,0
2018-09-01,帯　　 広(空港),0,0,0,0,0,0
2018-09-01,石狩湾,0,0,0,0,0,0
2018-09-01,女 満 別(空港),0,0,0,0,0,0
2018-09-01,旭　　 川(空港),91,1499,0,89,1806,0
2018-09-01,中標津（空港）,0,0,0,0,0,0
2018-09-01,青森,0,140,0,0,0,0
2018-09-01,八戸,24,1,0,0,0,0
2018-09-01,釜石,0,0,0,0,0,0
2018-09-01,仙台塩釜,2,0,0,0,0,0
2018-09-01,小名浜,1,0,0,0,0,0
2018-09-01,酒田,0,0,0,1,0,0
2018-09-01,秋田船川,0,0,0,1014,4414,7
2018-09-01,宮古,0,0,0,0,0,0
2018-09-01,大船渡,0,0,0,0,0,0
2018-09-01,石巻,0,0,0,0,0,0
2018-09-01,三　　 沢(空港),2,25,303,4,25,292
2018-09-01,八　　 戸（空港）,0,0,0,0,0,0
2018-09-01,仙　　 台(空港),5112,7266,2,5021,7009,5
2018-09-01,秋　　 田(空港),0,251,0,0,143,0
2018-09-01,山　　 形(空港),0,0,0,0,0,0
2018-09-01,花　　 巻(空港),205,1003,0,217,1054,0
2018-09-01,青　　 森(空港),528,2174,16,555,2275,21
2018-09-01,庄　　 内(空港),0,0,0,0,0,0
2018-09-01,福　　 島(空港),0,0,0,0,0,0
2018-09-01,茨　　城(空港),2119,5519,0,1952,5724,0
2018-09-01,東京,17,4,0,6,8,0
2018-09-01,千葉,3,0,0,0,0,0
2018-09-01,新潟,0,0,0,0,0,0
2018-09-01,直江津,0,0,0,0,0,0
2018-09-01,横　　 田(空港),23,185,0,17,196,0
2018-09-01,鹿島,1,0,0,0,0,0
2018-09-01,木更津,0,0,0,0,2,0
2018-09-01,二見,0,0,0,0,0,0
2018-09-01,柏崎,0,0,0,0,0,0
2018-09-01,日立,0,0,0,0,2,0
2018-09-01,新　　 潟(空港),2056,3250,0,2010,2595,0
2018-09-01,羽　　 田(空港),453670,317545,2549,440922,298359,2366
2018-09-01,成　　 田(空港),756464,687890,6731,702942,663917,6216
2018-09-01,横浜,248,11,0,2263,1322,0
2018-09-01,横須賀,0,0,0,0,0,0
2018-09-01,川崎,1,1,0,3,0,0
2018-09-01,厚　　 木(空港),0,0,0,0,0,0
2018-09-01,入　　 間(空港),0,0,0,0,0,0
2018-09-01,硫黄島（空港）,0,0,0,0,0,0
2018-09-01,松　　 本(空港),0,36,0,4,2,0
2018-09-01,清水,0,0,0,1,3,0
2018-09-01,田子の浦,0,0,0,0,0,0
2018-09-01,焼津,0,8,0,0,7,0
2018-09-01,浜　　 松(空港),0,0,0,0,0,0
2018-09-01,富士山静岡（空港）,2771,6781,1,2543,6808,0
2018-09-01,中　　 部（空港）,157906,134030,54,145607,137373,47
2018-09-01,名古屋,0,1,0,10,0,0
2018-09-01,四日市,1687,1135,0,4,1,0
2018-09-01,敦賀,0,15,0,2,21,0
2018-09-01,七尾,0,0,0,0,0,0
2018-09-01,名 古 屋(空港),11,14,0,15,22,0
2018-09-01,衣浦,3,0,0,0,0,0
2018-09-01,金沢,0,4,0,0,0,0
2018-09-01,小　　 松(空港),3169,6146,0,2889,5973,0
2018-09-01,富　　 山(空港),2318,4248,0,2045,3968,0
2018-09-01,福井（新）,0,0,0,0,0,0
2018-09-01,伊勢湾シーバース,0,0,0,0,0,0
2018-09-01,福　　 井(空港),0,0,0,0,0,0
2018-09-01,能　　 登(空港),0,0,0,0,0,0
2018-09-01,三河,0,0,0,0,0,0
2018-09-01,伏木富山,0,1,0,0,2,0
2018-09-01,関　　 西(空港),154965,310031,173,158755,256050,156
2018-09-01,大阪,622,1727,0,602,2561,0
2018-09-01,舞鶴,0,210,0,2,211,0
2018-09-01,堺,0,0,0,0,8,0
2018-09-01,有田,0,0,0,0,0,0
2018-09-01,白　　 浜(空港),0,0,0,0,0,0
2018-09-01,和歌山下津,0,0,0,0,0,0
2018-09-01,神戸,148,114,0,807,1717,0
2018-09-01,姫路,0,1,0,0,0,0
2018-09-01,東播磨,0,0,0,0,0,0
2018-09-01,但　　 馬(空港),0,0,0,0,0,0
2018-09-01,尼崎西宮芦屋,0,0,0,0,0,0
2018-09-01,坂出,0,0,0,0,13,0
2018-09-01,新居浜,0,0,0,0,0,0
2018-09-01,松山,0,0,0,0,0,0
2018-09-01,徳島小松島,0,0,0,0,0,0
2018-09-01,高知,0,0,0,0,0,0
2018-09-01,今治,0,0,0,0,0,0
2018-09-01,高松,0,0,0,0,0,0
2018-09-01,大西,0,0,0,0,0,0
2018-09-01,須崎,0,0,0,0,0,0
2018-09-01,波方,0,0,0,0,0,0
2018-09-01,直島,0,0,0,0,0,0
2018-09-01,松　　 山(空港),1509,1508,0,1301,1508,0
